법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별,가격
남가좌동,385,DMC파크뷰자이2단지,2015,2023,1,20,11410,17,59.981,90000,서대문구,9.0
북아현동,1011,신촌푸르지오,2015,2023,1,31,11410,2,44.9401,69200,서대문구,6.92
홍은동,186-1,홍은미성,1985,2023,1,27,11410,8,83.61,50000,서대문구,5.0
합동,118,에스케이뷰,2008,2023,1,27,11410,11,84.98,105000,서대문구,10.5
연희동,747,연희파크푸르지오,2018,2023,1,21,11410,3,84.8003,90000,서대문구,9.0
남가좌동,381,DMC센트레빌,2009,2023,1,20,11410,2,84.97,89000,서대문구,8.9
영천동,100,독립문삼호,1995,2023,1,21,11410,9,114.63,110000,서대문구,11.0
홍은동,464,북한산더샵,2017,2023,1,24,11410,8,59.899,73000,서대문구,7.3
북아현동,1011,신촌푸르지오,2015,2023,1,31,11410,2,44.9401,69500,서대문구,6.95
대현동,144,신촌럭키,1999,2023,1,24,11410,8,83.38,90000,서대문구,9.0
남가좌동,390,래미안루센티아,2020,2023,2,22,11410,10,84.83,119000,서대문구,11.9
대현동,90-70,파라타워,2020,2023,2,25,11410,5,15.792,22000,서대문구,2.2
남가좌동,377,DMC래미안클라시스,2000,2023,2,21,11410,16,59.97,66000,서대문구,6.6
홍제동,473,홍제센트럴IPARK,2020,2023,2,26,11410,15,84.9644,110000,서대문구,11.0
홍은동,454,극동,1995,2023,2,27,11410,12,84.98,51500,서대문구,5.15
홍은동,465,HDX휴팰리스,2018,2023,2,11,11410,11,59.0362,54500,서대문구,5.45
홍제동,456,성원,1998,2023,2,28,11410,1,41.5,36700,서대문구,3.67
대현동,144,신촌럭키,1999,2023,2,19,11410,2,59.7,67500,서대문구,6.75
천연동,145,천연뜨란채,2006,2023,2,19,11410,11,30.17,41400,서대문구,4.14
홍제동,473,홍제센트럴IPARK,2020,2023,2,21,11410,12,84.9206,106000,서대문구,10.6
남가좌동,376,남가좌동현대,1999,2023,3,27,11410,13,114.9,90000,서대문구,9.0
북아현동,1011,신촌푸르지오,2015,2023,3,13,11410,3,34.9408,67000,서대문구,6.7
북가좌동,449,북가좌삼호,1996,2023,3,25,11410,4,84.57,74500,서대문구,7.45
남가좌동,376,남가좌동현대,1999,2023,3,4,11410,1,59.4,60000,서대문구,6.0
홍은동,202-5,"현대(1,2차)",1988,2023,3,25,11410,3,84.77,72000,서대문구,7.2
남가좌동,376,남가좌동현대,1999,2023,3,27,11410,13,114.9,90500,서대문구,9.05
남가좌동,389,DMC에코자이,2019,2023,3,4,11410,11,59.79,85000,서대문구,8.5
천연동,145,천연뜨란채,2006,2023,3,24,11410,16,56.02,75000,서대문구,7.5
연희동,717-29,한인트윈빌,2002,2023,3,27,11410,8,84.62,55000,서대문구,5.5
홍은동,464,북한산더샵,2017,2023,3,21,11410,7,59.899,78400,서대문구,7.84
홍은동,464,북한산더샵,2017,2023,4,26,11410,16,84.832,98000,서대문구,9.8
북아현동,1017,힐스테이트신촌,2020,2023,4,2,11410,1,84.9557,120000,서대문구,12.0
현저동,200,독립문극동(200-0),1998,2023,4,29,11410,8,59.58,80000,서대문구,8.0
홍제동,459,홍제원현대(459-0),2000,2023,4,27,11410,2,59.93,63500,서대문구,6.35
북아현동,1009,두산,1999,2023,4,28,11410,10,59.96,73000,서대문구,7.3
홍제동,453,청구1차,1994,2023,4,28,11410,2,84.78,79000,서대문구,7.9
남가좌동,385,DMC파크뷰자이1단지,2015,2023,4,25,11410,17,84.968,120000,서대문구,12.0
연희동,105-16,충우,2003,2023,4,29,11410,6,38.61,27800,서대문구,2.78
홍제동,331,홍제현대,1992,2023,4,29,11410,6,75.15,76800,서대문구,7.68
천연동,145,천연뜨란채,2006,2023,4,21,11410,3,56.02,73000,서대문구,7.3
연희동,747,연희파크푸르지오,2018,2023,5,12,11410,11,84.4317,96500,서대문구,9.65
냉천동,261,돈의문센트레빌,2011,2023,5,15,11410,3,84.99,99250,서대문구,9.925
북가좌동,453,DMC현대아파트,2000,2023,5,27,11410,3,83.7,66000,서대문구,6.6
대현동,144,신촌럭키,1999,2023,5,28,11410,5,59.7,76000,서대문구,7.6
북가좌동,481,DMC래미안e편한세상,2012,2023,5,27,11410,25,84.94,109500,서대문구,10.95
연희동,747,연희파크푸르지오,2018,2023,5,24,11410,1,84.4317,90000,서대문구,9.0
홍제동,312-237,동일2차,2002,2023,5,29,11410,4,81.62,52500,서대문구,5.25
북가좌동,481,DMC래미안e편한세상,2012,2023,5,30,11410,16,59.97,90000,서대문구,9.0
남가좌동,385,DMC파크뷰자이3단지,2015,2023,5,27,11410,13,59.981,90000,서대문구,9.0
홍제동,453,청구1차,1994,2023,5,27,11410,15,84.78,85000,서대문구,8.5
북가좌동,453,DMC현대아파트,2000,2023,6,28,11410,3,84.95,64300,서대문구,6.43
홍은동,274-59,미주,2006,2023,6,17,11410,3,76.38,40500,서대문구,4.05
북아현동,1011,신촌푸르지오,2015,2023,6,19,11410,1,84.9953,124000,서대문구,12.4
연희동,747,연희파크푸르지오,2018,2023,6,20,11410,11,84.8003,97600,서대문구,9.76
남가좌동,389,DMC에코자이,2019,2023,6,26,11410,16,59.79,95000,서대문구,9.5
북가좌동,481,DMC래미안e편한세상,2012,2023,6,29,11410,26,120.95,145000,서대문구,14.5
남가좌동,385,DMC파크뷰자이1단지,2015,2023,6,30,11410,11,175.078,210000,서대문구,21.0
남가좌동,385,DMC파크뷰자이1단지,2015,2023,6,29,11410,24,84.971,123000,서대문구,12.3
북가좌동,481,DMC래미안e편한세상,2012,2023,6,24,11410,10,59.97,94000,서대문구,9.4
북가좌동,449,북가좌삼호,1996,2023,6,24,11410,6,75.75,72000,서대문구,7.2
북가좌동,481,DMC래미안e편한세상,2012,2023,7,24,11410,8,59.97,88700,서대문구,8.87
남가좌동,390,래미안루센티아,2020,2023,7,29,11410,3,84.83,114500,서대문구,11.45
북아현동,1011,신촌푸르지오,2015,2023,7,24,11410,12,59.9973,119000,서대문구,11.9
남가좌동,381,DMC센트레빌,2009,2023,7,6,11410,4,59.95,81000,서대문구,8.1
북가좌동,431,DMC한양,1987,2023,7,8,11410,4,65.34,66000,서대문구,6.6
남가좌동,385,DMC파크뷰자이2단지,2015,2023,7,29,11410,17,84.968,117000,서대문구,11.7
홍제동,457,남양,1999,2023,7,29,11410,9,59.94,55000,서대문구,5.5
북아현동,1009,두산,1999,2023,7,26,11410,17,59.96,79000,서대문구,7.9
남가좌동,390,래미안루센티아,2020,2023,7,29,11410,16,59.98,100000,서대문구,10.0
남가좌동,377,DMC래미안클라시스,2000,2023,7,30,11410,17,59.59,72000,서대문구,7.2
남가좌동,385,DMC파크뷰자이1단지,2015,2023,8,22,11410,18,84.971,129100,서대문구,12.91
홍은동,460,홍은동풍림아이원,2002,2023,8,14,11410,8,84.918,62000,서대문구,6.2
대현동,144,신촌럭키,1999,2023,8,24,11410,4,83.38,84000,서대문구,8.4
대현동,144,신촌럭키,1999,2023,8,29,11410,15,83.38,89500,서대문구,8.95
북가좌동,336-4,명진,2001,2023,8,29,11410,2,84.54,50000,서대문구,5.0
홍은동,304,연희베벌리힐즈,2006,2023,8,29,11410,4,231.79,143000,서대문구,14.3
연희동,747,연희파크푸르지오,2018,2023,8,26,11410,11,84.8003,99500,서대문구,9.95
북아현동,1017,힐스테이트신촌,2020,2023,8,19,11410,13,55.9706,108000,서대문구,10.8
대현동,104-36,신촌자이엘라,2014,2023,8,30,11410,20,22.13,24500,서대문구,2.45
대현동,104-36,신촌자이엘라,2014,2023,8,26,11410,18,22.13,29000,서대문구,2.9
홍제동,473,홍제센트럴IPARK,2020,2023,9,2,11410,10,84.9206,118000,서대문구,11.8
남가좌동,390,래미안루센티아,2020,2023,9,23,11410,5,84.95,122000,서대문구,12.2
홍은동,461,홍은센트레빌,2009,2023,9,15,11410,1,59.96,63000,서대문구,6.3
연희동,738,임광,1999,2023,9,28,11410,12,59.96,69000,서대문구,6.9
홍은동,392-1,베벌리힐즈,2006,2023,9,20,11410,5,272.95,230000,서대문구,23.0
북아현동,1011,신촌푸르지오,2015,2023,9,26,11410,10,84.9892,140500,서대문구,14.05
냉천동,261,돈의문센트레빌,2011,2023,9,23,11410,7,59.98,99000,서대문구,9.9
남가좌동,385,DMC파크뷰자이3단지,2015,2023,9,18,11410,4,84.99,105000,서대문구,10.5
현저동,200,독립문극동(200-0),1998,2023,9,16,11410,7,59.58,81000,서대문구,8.1
남가좌동,388,DMC센트럴아이파크,2018,2023,9,26,11410,1,84.97,105000,서대문구,10.5
홍제동,82,홍제한양,1993,2023,10,31,11410,8,120.14,69000,서대문구,6.9
대현동,144,신촌럭키,1999,2023,10,28,11410,3,83.38,91800,서대문구,9.18
북아현동,1011,신촌푸르지오,2015,2023,10,28,11410,10,84.9892,143000,서대문구,14.3
홍제동,454,유원하나,1996,2023,10,28,11410,8,103.11,71000,서대문구,7.1
홍제동,462,청구3차,2001,2023,10,24,11410,10,84.96,86000,서대문구,8.6
홍제동,82,홍제한양,1993,2023,10,21,11410,7,60.06,69500,서대문구,6.95
홍은동,464,북한산더샵,2017,2023,10,27,11410,10,84.832,107000,서대문구,10.7
홍제동,469,인왕산한신휴플러스,2009,2023,10,28,11410,7,124.423,105000,서대문구,10.5
홍은동,22,유원,1987,2023,10,20,11410,8,84.6,55800,서대문구,5.58
천연동,145,천연뜨란채,2006,2023,10,29,11410,4,57.78,74300,서대문구,7.43
냉천동,260,동부센트레빌,2002,2023,11,29,11410,17,59.86,70000,서대문구,7.0
북아현동,1009,두산,1999,2023,11,11,11410,5,59.96,78000,서대문구,7.8
남가좌동,379,래미안남가좌2차,2005,2023,11,27,11410,12,114.793,122000,서대문구,12.2
홍제동,331,홍제현대,1992,2023,11,25,11410,5,60.81,64500,서대문구,6.45
홍제동,196-26,제니스뷰아파트,2022,2023,11,28,11410,5,69.65,67500,서대문구,6.75
연희동,747,연희파크푸르지오,2018,2023,11,16,11410,15,59.9835,83300,서대문구,8.33
북아현동,1009,두산,1999,2023,11,26,11410,2,59.96,68000,서대문구,6.8
북가좌동,481,DMC래미안e편한세상,2012,2023,11,25,11410,13,84.95,119000,서대문구,11.9
북아현동,1013,e편한세상신촌1단지,2018,2023,11,23,11410,18,59.85,122000,서대문구,12.2
창천동,518,연대JK,2012,2023,11,21,11410,4,29.13,22500,서대문구,2.25
홍제동,461,홍제삼성래미안,2001,2023,12,20,11410,2,60.0,65500,서대문구,6.55
천연동,145,천연뜨란채,2006,2023,12,20,11410,3,55.82,72500,서대문구,7.25
홍은동,467,북한산두산위브,2020,2023,12,21,11410,11,59.54,71300,서대문구,7.13
홍제동,459,홍제원현대(459-0),2000,2023,12,28,11410,7,84.9,89000,서대문구,8.9
연희동,91-2,연희아트빌,2001,2023,12,27,11410,5,103.98,59000,서대문구,5.9
남가좌동,376,남가좌동현대,1999,2023,12,27,11410,11,59.4,63000,서대문구,6.3
남가좌동,385,DMC파크뷰자이1단지,2015,2023,12,23,11410,15,84.968,110000,서대문구,11.0
홍은동,467,북한산두산위브,2020,2023,12,21,11410,11,59.54,71300,서대문구,7.13
남가좌동,389,DMC에코자이,2019,2023,12,20,11410,1,84.978,110000,서대문구,11.0
남가좌동,385,DMC파크뷰자이3단지,2015,2023,12,27,11410,9,84.968,105000,서대문구,10.5
현저동,200,독립문극동(200-0),1998,2024,1,30,11410,9,114.51,122000,서대문구,12.2
홍은동,455,홍은동벽산,1997,2024,1,31,11410,4,84.96,66200,서대문구,6.62
북아현동,1013,e편한세상신촌1단지,2018,2024,1,28,11410,9,84.98,147000,서대문구,14.7
남가좌동,385,DMC파크뷰자이1단지,2015,2024,1,31,11410,10,84.98,118000,서대문구,11.8
연희동,746,연희웨스트팰리스,2014,2024,1,30,11410,11,39.32,31700,서대문구,3.17
북아현동,1009,두산,1999,2024,1,20,11410,10,59.96,78000,서대문구,7.8
북가좌동,481,DMC래미안e편한세상,2012,2024,1,31,11410,6,59.97,87500,서대문구,8.75
북아현동,1013,e편한세상신촌1단지,2018,2024,1,27,11410,11,59.97,125000,서대문구,12.5
대현동,144,신촌럭키,1999,2024,1,30,11410,12,59.7,76500,서대문구,7.65
남가좌동,377,DMC래미안클라시스,2000,2024,1,29,11410,9,59.97,74500,서대문구,7.45
북아현동,1011,신촌푸르지오,2015,2024,2,17,11410,7,59.993,120600,서대문구,12.06
연희동,740,성원,2001,2024,2,23,11410,7,84.95,84700,서대문구,8.47
연희동,747,연희파크푸르지오,2018,2024,2,17,11410,11,59.9835,84000,서대문구,8.4
연희동,747,연희파크푸르지오,2018,2024,2,29,11410,4,84.8003,93500,서대문구,9.35
홍제동,453,청구1차,1994,2024,2,28,11410,9,84.78,86800,서대문구,8.68
홍제동,453,청구1차,1994,2024,2,27,11410,5,84.78,78000,서대문구,7.8
냉천동,261,돈의문센트레빌,2011,2024,2,17,11410,4,84.99,125000,서대문구,12.5
남가좌동,385,DMC파크뷰자이1단지,2015,2024,2,15,11410,17,84.968,119000,서대문구,11.9
남가좌동,385,DMC파크뷰자이1단지,2015,2024,2,23,11410,9,84.974,120000,서대문구,12.0
홍제동,57-5,서대문푸르지오센트럴파크,2022,2024,2,24,11410,10,59.94,105000,서대문구,10.5
남가좌동,388,DMC센트럴아이파크,2018,2024,3,31,11410,16,84.97,80000,서대문구,8.0
연희동,196-1,연희궁,1972,2024,3,30,11410,4,42.38,13000,서대문구,1.3
남가좌동,377,DMC래미안클라시스,2000,2024,3,27,11410,18,84.9,80000,서대문구,8.0
연희동,747,연희파크푸르지오,2018,2024,3,23,11410,4,84.4317,93000,서대문구,9.3
연희동,747,연희파크푸르지오,2018,2024,3,27,11410,19,59.9835,86000,서대문구,8.6
북아현동,1013,e편한세상신촌1단지,2018,2024,3,30,11410,20,84.98,147500,서대문구,14.75
남가좌동,379,래미안남가좌2차,2005,2024,3,31,11410,12,59.788,88000,서대문구,8.8
북아현동,1013,e편한세상신촌1단지,2018,2024,3,21,11410,2,59.85,123000,서대문구,12.3
현저동,200,독립문극동(200-0),1998,2024,3,30,11410,6,114.51,130000,서대문구,13.0
남가좌동,379,래미안남가좌2차,2005,2024,3,25,11410,15,59.788,88500,서대문구,8.85
연희동,708-4,홍연,1981,2024,4,12,11410,2,52.23,33700,서대문구,3.37
연희동,708-4,홍연,1981,2024,4,12,11410,2,52.23,33700,서대문구,3.37
북아현동,1013,e편한세상신촌1단지,2018,2024,4,5,11410,1,84.93,138000,서대문구,13.8
연희동,708-4,홍연,1981,2024,4,12,11410,2,52.23,33700,서대문구,3.37
충정로3가,466,우리유앤미,2008,2024,4,15,11410,17,84.73,94500,서대문구,9.45
홍제동,461,홍제삼성래미안,2001,2024,4,16,11410,1,32.76,42000,서대문구,4.2
연희동,747,연희파크푸르지오,2018,2024,4,27,11410,7,59.9835,86500,서대문구,8.65
냉천동,261,돈의문센트레빌,2011,2024,4,30,11410,3,84.99,129000,서대문구,12.9
홍제동,454,유원하나,1996,2024,4,21,11410,1,82.35,58800,서대문구,5.88
냉천동,261,돈의문센트레빌,2011,2024,4,25,11410,5,84.99,128500,서대문구,12.85
홍은동,22,유원,1987,2024,5,3,11410,2,54.54,33000,서대문구,3.3
북아현동,114-1,북아현맨션,1975,2024,5,4,11410,5,84.95,102950,서대문구,10.295
북아현동,114-1,북아현맨션,1975,2024,5,4,11410,5,84.95,102950,서대문구,10.295
북가좌동,453,DMC현대아파트,2000,2024,5,15,11410,5,59.91,62700,서대문구,6.27
홍제동,82,홍제한양,1993,2024,5,11,11410,9,84.77,74100,서대문구,7.41
연희동,747,연희파크푸르지오,2018,2024,5,31,11410,15,59.9835,84000,서대문구,8.4
남가좌동,385,DMC파크뷰자이1단지,2015,2024,5,31,11410,21,84.974,110000,서대문구,11.0
남가좌동,385,DMC파크뷰자이1단지,2015,2024,5,31,11410,17,84.971,117800,서대문구,11.78
북가좌동,481,DMC래미안e편한세상,2012,2024,5,27,11410,2,84.92,108000,서대문구,10.8
북가좌동,458,DMC아이파크,2009,2024,5,26,11410,3,84.92,94000,서대문구,9.4
북가좌동,453,DMC현대아파트,2000,2024,6,29,11410,6,84.63,70000,서대문구,7.0
홍제동,322-138,홍제에스피엘,2023,2024,6,15,11410,4,84.067,76140,서대문구,7.614
홍제동,459,홍제원현대(459-0),2000,2024,6,21,11410,3,114.72,92000,서대문구,9.2
홍제동,57-5,서대문푸르지오센트럴파크,2022,2024,6,10,11410,15,59.94,97000,서대문구,9.7
홍은동,산11-244,세한숲속마을,2002,2024,6,17,11410,15,83.91,58000,서대문구,5.8
북가좌동,481,DMC래미안e편한세상,2012,2024,6,28,11410,14,84.92,117800,서대문구,11.78
홍은동,456,두산,1997,2024,6,28,11410,5,84.84,66000,서대문구,6.6
홍은동,467,북한산두산위브,2020,2024,6,29,11410,3,59.96,71000,서대문구,7.1
홍은동,456,두산,1997,2024,6,28,11410,5,84.84,66000,서대문구,6.6
남가좌동,389,DMC에코자이,2019,2024,6,9,11410,21,84.978,120000,서대문구,12.0
홍제동,460,인왕산현대,2000,2024,7,28,11410,16,59.93,74000,서대문구,7.4
홍제동,462,청구3차,2001,2024,7,30,11410,3,84.96,75500,서대문구,7.55
남가좌동,389,DMC에코자이,2019,2024,7,20,11410,8,72.845,114000,서대문구,11.4
홍제동,474,홍제역해링턴플레이스,2024,2024,7,28,11410,18,114.95,174000,서대문구,17.4
북가좌동,431,DMC한양,1987,2024,7,26,11410,6,65.34,73000,서대문구,7.3
홍은동,456,두산,1997,2024,7,22,11410,13,84.84,64000,서대문구,6.4
현저동,200,독립문극동(200-0),1998,2024,7,31,11410,23,114.51,136500,서대문구,13.65
현저동,200,독립문극동(200-0),1998,2024,7,22,11410,20,84.87,107000,서대문구,10.7
북아현동,1009,두산,1999,2024,7,13,11410,10,59.96,85000,서대문구,8.5
홍은동,456,두산,1997,2024,7,12,11410,11,59.73,58000,서대문구,5.8
북아현동,1017,힐스테이트신촌,2020,2024,8,10,11410,9,59.8404,129700,서대문구,12.97
영천동,100,독립문삼호,1995,2024,8,16,11410,13,84.78,107250,서대문구,10.725
홍은동,202-5,"현대(1,2차)",1988,2024,8,2,11410,6,59.97,59700,서대문구,5.97
홍은동,274-32,서대문노블루체,2018,2024,8,31,11410,6,27.59,26000,서대문구,2.6
북가좌동,481,DMC래미안e편한세상,2012,2024,8,13,11410,5,120.95,151500,서대문구,15.15
홍제동,459,홍제원현대(459-0),2000,2024,8,25,11410,1,84.9,78500,서대문구,7.85
영천동,100,독립문삼호,1995,2024,8,31,11410,3,84.78,95800,서대문구,9.58
홍제동,473,홍제센트럴IPARK,2020,2024,8,31,11410,10,84.9644,125000,서대문구,12.5
홍은동,453-2,풍림2,1990,2024,8,29,11410,9,58.5,59500,서대문구,5.95
북아현동,1013,e편한세상신촌2단지,2018,2024,8,29,11410,16,59.85,150000,서대문구,15.0
남가좌동,381,DMC센트레빌,2009,2024,9,28,11410,3,59.95,94000,서대문구,9.4
홍은동,467,북한산두산위브,2020,2024,9,29,11410,12,59.93,69900,서대문구,6.99
홍제동,456,성원,1998,2024,9,23,11410,11,55.35,38000,서대문구,3.8
홍제동,459,홍제원현대(459-0),2000,2024,9,27,11410,9,114.72,109000,서대문구,10.9
남가좌동,389,DMC에코자이,2019,2024,9,30,11410,2,84.823,113800,서대문구,11.38
홍제동,315-7,서울맨션,1972,2024,9,25,11410,1,49.78,38000,서대문구,3.8
홍은동,457,동일,1997,2024,9,26,11410,13,59.77,47500,서대문구,4.75
홍은동,467,북한산두산위브,2020,2024,9,26,11410,9,59.54,72000,서대문구,7.2
북아현동,1013,e편한세상신촌4단지,2018,2024,9,22,11410,14,84.82,173000,서대문구,17.3
천연동,145,천연뜨란채,2006,2024,9,28,11410,2,59.47,77500,서대문구,7.75
연희동,747,연희파크푸르지오,2018,2024,10,29,11410,9,84.8003,103200,서대문구,10.32
홍제동,459,홍제원현대(459-0),2000,2024,10,29,11410,10,59.93,68000,서대문구,6.8
연희동,747,연희파크푸르지오,2018,2024,10,29,11410,9,84.8003,103200,서대문구,10.32
홍제동,104-6,인왕궁맨숀,1974,2024,10,1,11410,2,54.02,54700,서대문구,5.47
홍제동,104-6,인왕궁맨숀,1974,2024,10,1,11410,2,54.02,54700,서대문구,5.47
현저동,1019,독립문파크빌,2000,2024,10,26,11410,6,59.4,58000,서대문구,5.8
연희동,747,연희파크푸르지오,2018,2024,10,27,11410,10,84.4317,107100,서대문구,10.71
창천동,510-2,3RU-City,2013,2024,10,19,11410,8,17.19,17900,서대문구,1.79
홍제동,460,인왕산현대,2000,2024,10,21,11410,12,84.9,81000,서대문구,8.1
북가좌동,453,DMC현대아파트,2000,2024,10,23,11410,8,55.47,56000,서대문구,5.6
남가좌동,376,남가좌동현대,1999,2024,11,2,11410,14,84.78,86500,서대문구,8.65
남가좌동,376,남가좌동현대,1999,2024,11,2,11410,14,84.78,86500,서대문구,8.65
남가좌동,376,남가좌동현대,1999,2024,11,16,11410,16,84.78,88500,서대문구,8.85
홍제동,459,홍제원현대(459-0),2000,2024,11,21,11410,15,84.9,91000,서대문구,9.1
홍제동,459,홍제원현대(459-0),2000,2024,11,30,11410,12,59.93,73600,서대문구,7.36
홍제동,474,홍제역해링턴플레이스,2024,2024,11,28,11410,19,84.95,138500,서대문구,13.85
북아현동,1013,e편한세상신촌3단지,2018,2024,11,25,11410,4,59.85,135800,서대문구,13.58
홍제동,459,홍제원현대(459-0),2000,2024,11,21,11410,15,84.9,91000,서대문구,9.1
북가좌동,449,북가좌삼호,1996,2024,11,3,11410,16,84.57,79700,서대문구,7.97
홍제동,459,홍제원현대(459-0),2000,2024,11,30,11410,7,84.9,90000,서대문구,9.0
남가좌동,379,래미안남가좌2차,2005,2024,12,31,11410,2,59.788,89000,서대문구,8.9
남가좌동,379,래미안남가좌2차,2005,2024,12,31,11410,2,59.788,89000,서대문구,8.9
홍제동,460,인왕산현대,2000,2024,12,13,11410,17,114.72,104000,서대문구,10.4
천연동,145,천연뜨란채,2006,2024,12,21,11410,8,56.02,79400,서대문구,7.94
홍은동,464,북한산더샵,2017,2024,12,26,11410,9,84.956,110500,서대문구,11.05
홍은동,470,힐스테이트홍은포레스트,2023,2024,12,31,11410,14,72.79,95000,서대문구,9.5
남가좌동,377,DMC래미안클라시스,2000,2024,12,23,11410,3,59.59,77500,서대문구,7.75
남가좌동,377,DMC래미안클라시스,2000,2024,12,23,11410,12,114.93,102300,서대문구,10.23
남가좌동,385,DMC파크뷰자이1단지,2015,2024,12,30,11410,14,84.971,138500,서대문구,13.85
홍제동,461,홍제삼성래미안,2001,2024,12,31,11410,9,60.0,68750,서대문구,6.875
상암동,1689,상암월드컵파크6단지,2005,2020,1,17,11440,12,104.32,120000,마포구,12.0
현석동,118,밤섬예가클래식,1989,2020,1,22,11440,4,89.48,110000,마포구,11.0
창전동,444,서강예가,2007,2020,1,21,11440,8,84.74,122000,마포구,12.2
망원동,497,대림2,2002,2020,1,30,11440,12,59.99,67800,마포구,6.78
연남동,573,코오롱,2003,2020,1,29,11440,13,84.936,89950,마포구,8.995
도화동,82,우성,1991,2020,1,30,11440,5,141.515,110000,마포구,11.0
창전동,442,서강오벨리스크스위트,2007,2020,1,20,11440,10,84.96,87500,마포구,8.75
망원동,499,한강2차대주피오레,2003,2020,1,23,11440,11,84.97,84000,마포구,8.4
도화동,555,한화오벨리스크,2004,2020,1,17,11440,35,85.0,97800,마포구,9.78
대흥동,660,대흥동태영아파트,1999,2020,1,29,11440,8,59.4,89900,마포구,8.99
현석동,118,밤섬예가클래식,1989,2020,2,22,11440,4,85.48,105800,마포구,10.58
공덕동,457,공덕3삼성래미안,2004,2020,2,24,11440,2,59.97,118000,마포구,11.8
신공덕동,161,신공덕래미안3차,2003,2020,2,20,11440,16,59.96,100000,마포구,10.0
망원동,506,탑건진선미,2004,2020,2,14,11440,9,84.95,68000,마포구,6.8
중동,398,울트라월드컵(참누리),2006,2020,2,15,11440,12,59.9882,79000,마포구,7.9
상암동,1689,상암월드컵파크6단지,2005,2020,2,15,11440,8,104.32,113000,마포구,11.3
연남동,573,코오롱,2003,2020,2,7,11440,6,59.76,82000,마포구,8.2
합정동,386-9,두레,2004,2020,2,18,11440,5,88.11,70000,마포구,7.0
망원동,382-3,해오름2차,2007,2020,2,24,11440,1,93.99,57500,마포구,5.75
상암동,1637,상암월드컵파크2단지,2003,2020,2,29,11440,17,49.8,70000,마포구,7.0
연남동,259-1,대명,1995,2020,3,25,11440,14,84.99,81000,마포구,8.1
아현동,777,마포래미안푸르지오4단지,2014,2020,3,27,11440,16,84.8919,147500,마포구,14.75
중동,391,중동계룡아파트,2000,2020,3,11,11440,4,84.6,70000,마포구,7.0
합정동,472,마포한강푸르지오,2015,2020,3,31,11440,21,84.64,147000,마포구,14.7
중동,39-9,백명TRENDYAPT,2004,2020,3,31,11440,5,107.48,59000,마포구,5.9
대흥동,804,마포자이2차,2014,2020,3,31,11440,1,84.95,139000,마포구,13.9
현석동,225,래미안웰스트림,2016,2020,3,27,11440,28,59.96,135000,마포구,13.5
아현동,777,마포래미안푸르지오4단지,2014,2020,3,27,11440,16,84.8919,147500,마포구,14.75
대흥동,660,대흥동태영아파트,1999,2020,3,25,11440,18,114.93,125000,마포구,12.5
합정동,381-16,KCC엠파이어리버,2006,2020,3,23,11440,9,145.33,128500,마포구,12.85
망원동,491,대상3,2000,2020,4,15,11440,15,84.9,64300,마포구,6.43
망원동,497,대림2,2002,2020,4,30,11440,11,84.73,87500,마포구,8.75
공덕동,457,공덕3삼성래미안,2004,2020,4,25,11440,15,114.98,155000,마포구,15.5
성산동,446,성산시영(유원),1986,2020,4,7,11440,3,59.43,87500,마포구,8.75
서교동,490,메세나폴리스,2012,2020,4,27,11440,36,122.867,166000,마포구,16.6
도화동,353,현대홈타운,2000,2020,4,25,11440,4,84.95,96000,마포구,9.6
염리동,520,염리삼성래미안,2001,2020,4,24,11440,6,84.96,109000,마포구,10.9
망원동,497,대림2,2002,2020,4,19,11440,11,59.99,71500,마포구,7.15
현석동,220,밤섬힐스테이트,1999,2020,4,28,11440,20,114.81,123500,마포구,12.35
현석동,225,래미안웰스트림,2016,2020,4,23,11440,20,84.98,165000,마포구,16.5
망원동,521,마포한강아이파크,2019,2020,5,22,11440,5,111.2884,123500,마포구,12.35
성산동,446,성산시영(선경),1986,2020,5,23,11440,9,50.54,89900,마포구,8.99
상암동,1689,상암월드컵파크6단지,2005,2020,5,4,11440,9,84.53,96200,마포구,9.62
상암동,1660,상암월드컵파크7단지,2005,2020,5,16,11440,4,84.9,95000,마포구,9.5
상암동,1660,상암월드컵파크7단지,2005,2020,5,17,11440,13,84.74,94000,마포구,9.4
상암동,1752,상암월드컵파크9단지,2010,2020,5,29,11440,13,84.94,87000,마포구,8.7
아현동,738,마포트라팰리스2차,2008,2020,5,29,11440,11,104.89,105000,마포구,10.5
서교동,490,메세나폴리스,2012,2020,5,30,11440,30,122.867,167000,마포구,16.7
상암동,1752,상암월드컵파크9단지,2010,2020,5,28,11440,2,84.98,80000,마포구,8.0
서교동,490,메세나폴리스,2012,2020,5,30,11440,27,148.981,217000,마포구,21.7
현석동,118,밤섬예가클래식,1989,2020,6,20,11440,3,82.36,115900,마포구,11.59
망원동,509,휴먼빌,2004,2020,6,29,11440,6,59.943,67500,마포구,6.75
성산동,446,성산시영(유원),1986,2020,6,30,11440,13,59.43,102500,마포구,10.25
망원동,478-27,미원1,1996,2020,6,22,11440,6,58.98,45500,마포구,4.55
아현동,777,마포래미안푸르지오4단지,2014,2020,6,13,11440,11,59.9656,127000,마포구,12.7
공덕동,43,공덕2삼성래미안,2004,2020,6,18,11440,11,84.94,123000,마포구,12.3
