법정동,지번,단지명,거래연도,전용면적,구별,가격,주소지,위도,경도
연건동,195-10,이화에수풀,2022,16.98,종로구,1.9,종로구 연건동 195-10,37.575432927845796,127.00184002272142
숭인동,535,주숭보아파트,2022,59.9,종로구,4.475,종로구 숭인동 535,37.578438725419964,127.02050386795767
숭인동,1392-1,종로아인스빌,2022,12.15,종로구,1.05,종로구 숭인동 1392-1,37.57356419586941,127.02272432677711
숭인동,181-105,동문타운,2022,59.56,종로구,5.4,종로구 숭인동 181-105,37.57671644907278,127.01969254963389
숭인동,2-1,종로센트레빌,2022,84.92,종로구,10.9,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
무악동,82,현대,2022,60.0,종로구,10.3,종로구 무악동 82,37.57563067257642,126.96106041397948
숭인동,1421-2,숭인한양LEEPS,2022,12.78,종로구,1.19,종로구 숭인동 1421-2,37.57361016399576,127.02237085909874
숭인동,2-1,종로센트레빌,2022,59.92,종로구,9.5,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
신영동,254,대아파크빌,2022,59.22,종로구,4.5,종로구 신영동 254,37.605568910688305,126.96030871746422
창신동,703,창신쌍용2,2022,54.7,종로구,6.75,종로구 창신동 703,37.58022725779988,127.01175821811682
명륜2가,4,아남1,2022,84.9,종로구,12.2,종로구 명륜2가 4,37.585614147517504,126.99934171640089
무악동,60,인왕산아이파크,2022,84.858,종로구,13.5,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,82,현대,2022,60.0,종로구,10.3,종로구 무악동 82,37.57563067257642,126.96106041397948
숭인동,318-2,삼전솔하임4차,2022,15.09,종로구,1.18,종로구 숭인동 318-2,37.571352156698694,127.01671713697579
교북동,126,경희궁자이(4단지),2022,45.879,종로구,10.8,종로구 교북동 126,37.5715793606755,126.96139328729404
익선동,55,현대뜨레비앙,2022,46.64,종로구,3.5,종로구 익선동 55,37.575048324172364,126.99008593917438
교북동,126,경희궁자이(4단지),2022,45.879,종로구,11.5,종로구 교북동 126,37.5715793606755,126.96139328729404
홍파동,199,경희궁자이(2단지),2022,84.8359,종로구,19.9,종로구 홍파동 199,37.5706964807782,126.96360847613647
평창동,596,삼성,2022,84.93,종로구,7.8,종로구 평창동 596,37.61098715710314,126.97872377604011
교북동,126,경희궁자이(4단지),2022,37.2635,종로구,9.1,종로구 교북동 126,37.5715793606755,126.96139328729404
숭인동,2-1,종로센트레빌,2022,59.92,종로구,8.98,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
무악동,60,인왕산아이파크,2022,84.858,종로구,13.45,종로구 무악동 60,37.577072324321186,126.95719435802967
창신동,703,창신쌍용2,2022,54.7,종로구,7.07,종로구 창신동 703,37.58022725779988,127.01175821811682
평창동,45,벽산블루밍평창힐스,2022,152.06,종로구,15.5,종로구 평창동 45,37.608214690247365,126.97375581236678
창신동,703,창신쌍용2,2022,64.66,종로구,6.9,종로구 창신동 703,37.58022725779988,127.01175821811682
숭인동,888,오성,2022,56.66,종로구,2.8,종로구 숭인동 888,37.577296723245226,127.02003942824663
사직동,9,광화문스페이스본(101동~105동),2022,158.99,종로구,17.3,종로구 사직동 9,37.574358879492024,126.96884982820754
명륜2가,236,아남2,2022,59.4,종로구,8.7,종로구 명륜2가 236,37.58607272730024,126.99872877190955
무악동,60,인왕산아이파크,2022,157.289,종로구,24.1,종로구 무악동 60,37.577072324321186,126.95719435802967
숭인동,766,종로청계힐스테이트,2022,114.7153,종로구,12.15,종로구 숭인동 766,37.57592944155811,127.02115581225704
내수동,73,경희궁의아침4단지,2022,124.17,종로구,18.5,종로구 내수동 73,37.57261446941524,126.97227296291658
교북동,126,경희궁자이(4단지),2022,45.879,종로구,11.4,종로구 교북동 126,37.5715793606755,126.96139328729404
숭인동,766,종로청계힐스테이트,2022,59.9426,종로구,9.2,종로구 숭인동 766,37.57592944155811,127.02115581225704
창신동,702,창신쌍용1,2022,79.87,종로구,8.97,종로구 창신동 702,37.580608522370845,127.01392589440962
평동,233,경희궁자이(3단지),2022,84.614,종로구,21.5,종로구 평동 233,37.568469286201584,126.96589125775674
평창동,596,삼성,2022,59.97,종로구,6.7,종로구 평창동 596,37.61098715710314,126.97872377604011
연건동,60-1,(60-1),2022,59.63,종로구,4.85,종로구 연건동 60-1,37.579085559367655,127.00108106691938
내수동,95,경희궁파크팰리스,2022,147.62,종로구,18.1,종로구 내수동 95,37.574170109609284,126.97054346572074
명륜2가,4,아남1,2022,84.9,종로구,12.0,종로구 명륜2가 4,37.585614147517504,126.99934171640089
명륜2가,237,명륜동주상복합아남아파트,2022,47.43,종로구,7.3,종로구 명륜2가 237,37.58554181070754,127.00027084397075
숭인동,766,종로청계힐스테이트,2022,84.9478,종로구,11.7,종로구 숭인동 766,37.57592944155811,127.02115581225704
교북동,126,경희궁자이(4단지),2022,37.2635,종로구,9.2,종로구 교북동 126,37.5715793606755,126.96139328729404
홍파동,199,경희궁자이(2단지),2022,84.614,종로구,22.25,종로구 홍파동 199,37.5706964807782,126.96360847613647
창신동,23-326,그린,2022,44.6,종로구,4.9,종로구 창신동 23-326,37.579327867776996,127.01068636193256
명륜2가,236,아남2,2022,114.36,종로구,8.9,종로구 명륜2가 236,37.58607272730024,126.99872877190955
숭인동,296-19,삼전솔하임2차,2022,16.67,종로구,1.45,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
숭인동,296-19,삼전솔하임2차,2022,16.67,종로구,1.2,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
창신동,232,두산,2022,59.95,종로구,8.6,종로구 창신동 232,37.5742548663234,127.01428813817
숭인동,296-19,삼전솔하임2차,2022,14.69,종로구,1.45,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
효제동,65-2,포레스트힐시티,2022,16.672,종로구,1.79,종로구 효제동 65-2,37.574218099641946,127.00183224364505
교북동,101,동아,2022,59.98,종로구,8.0,종로구 교북동 101,37.57143308432599,126.96208911955736
숭인동,202-3,종로중흥S클래스,2022,17.811,종로구,1.3,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
익선동,55,현대뜨레비앙,2022,48.54,종로구,3.8,종로구 익선동 55,37.575048324172364,126.99008593917438
명륜1가,2-12,송림아마레스아파트,2022,84.81,종로구,6.9,종로구 명륜1가 2-12,37.59067825233389,126.99771741522122
사직동,9,광화문스페이스본(101동~105동),2022,158.99,종로구,18.5,종로구 사직동 9,37.574358879492024,126.96884982820754
창신동,232,두산,2022,59.95,종로구,9.0,종로구 창신동 232,37.5742548663234,127.01428813817
익선동,55,현대뜨레비앙,2022,46.64,종로구,3.17,종로구 익선동 55,37.575048324172364,126.99008593917438
무악동,82,현대,2022,114.9,종로구,15.0,종로구 무악동 82,37.57563067257642,126.96106041397948
숭인동,202-3,종로중흥S클래스,2022,17.811,종로구,1.32,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
숭인동,296-19,삼전솔하임2차,2022,15.0,종로구,1.22,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
숭인동,202-3,종로중흥S클래스,2022,17.811,종로구,1.32,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
숭인동,202-3,종로중흥S클래스,2022,19.466,종로구,1.345,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
익선동,55,현대뜨레비앙,2022,46.64,종로구,3.58,종로구 익선동 55,37.575048324172364,126.99008593917438
숭인동,888,오성,2022,56.96,종로구,2.8,종로구 숭인동 888,37.577296723245226,127.02003942824663
숭인동,766,종로청계힐스테이트,2022,59.9426,종로구,8.5,종로구 숭인동 766,37.57592944155811,127.02115581225704
익선동,55,현대뜨레비앙,2022,48.54,종로구,4.0,종로구 익선동 55,37.575048324172364,126.99008593917438
충신동,62-2,CS타워,2022,21.94,종로구,1.6,종로구 충신동 62-2,37.57514135049216,127.00404233847084
숭인동,202-3,종로중흥S클래스,2022,17.811,종로구,1.33,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
익선동,55,현대뜨레비앙,2022,28.1,종로구,3.1,종로구 익선동 55,37.575048324172364,126.99008593917438
숭인동,296-19,삼전솔하임2차,2022,16.67,종로구,1.3,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
숭인동,202-3,종로중흥S클래스,2022,19.466,종로구,1.357,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
익선동,55,현대뜨레비앙,2022,48.54,종로구,3.75,종로구 익선동 55,37.575048324172364,126.99008593917438
숭인동,1392,익성씨티하임,2022,15.42,종로구,1.14,종로구 숭인동 1392,37.573715751791426,127.02271959979768
숭인동,1392,익성씨티하임,2022,15.42,종로구,1.14,종로구 숭인동 1392,37.573715751791426,127.02271959979768
무악동,89,경희궁롯데캐슬,2022,59.6737,종로구,11.0,종로구 무악동 89,37.57386362305294,126.95944663710455
평동,233,경희궁자이(3단지),2022,84.614,종로구,18.9,종로구 평동 233,37.568469286201584,126.96589125775674
연건동,195-10,이화에수풀,2022,16.98,종로구,1.6,종로구 연건동 195-10,37.575432927845796,127.00184002272142
평창동,595,갑을아파트,2022,30.46,종로구,1.85,종로구 평창동 595,37.60471964779909,126.96359892641925
숭인동,201-11,종로유케이201,2022,12.01,종로구,0.97,종로구 숭인동 201-11,37.57383921600412,127.02130725023682
숭인동,318-2,삼전솔하임4차,2022,15.09,종로구,1.251,종로구 숭인동 318-2,37.571352156698694,127.01671713697579
평창동,66-1,엘리시아,2022,236.07,종로구,10.6076,종로구 평창동 66-1,37.609683903852755,126.97591575962889
평창동,66-1,엘리시아,2022,213.07,종로구,9.4331,종로구 평창동 66-1,37.609683903852755,126.97591575962889
숭인동,296-19,삼전솔하임2차,2022,16.67,종로구,1.35,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
숭인동,318-2,삼전솔하임4차,2022,15.09,종로구,1.235,종로구 숭인동 318-2,37.571352156698694,127.01671713697579
숭인동,202-3,종로중흥S클래스,2022,17.811,종로구,1.34,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
숭인동,318-2,삼전솔하임4차,2022,15.09,종로구,1.25,종로구 숭인동 318-2,37.571352156698694,127.01671713697579
명륜2가,236,아남2,2022,84.9,종로구,9.0,종로구 명륜2가 236,37.58607272730024,126.99872877190955
명륜2가,236,아남2,2022,84.9,종로구,9.0,종로구 명륜2가 236,37.58607272730024,126.99872877190955
명륜2가,236,아남2,2022,84.9,종로구,9.0,종로구 명륜2가 236,37.58607272730024,126.99872877190955
충신동,62-2,CS타워,2022,21.94,종로구,1.53,종로구 충신동 62-2,37.57514135049216,127.00404233847084
명륜2가,236,아남2,2022,84.9,종로구,9.0,종로구 명륜2가 236,37.58607272730024,126.99872877190955
창신동,703,창신쌍용2,2022,54.7,종로구,5.95,종로구 창신동 703,37.58022725779988,127.01175821811682
연건동,195-10,이화에수풀,2022,16.98,종로구,1.86,종로구 연건동 195-10,37.575432927845796,127.00184002272142
숭인동,1392-1,종로아인스빌,2022,12.15,종로구,1.2,종로구 숭인동 1392-1,37.57356419586941,127.02272432677711
익선동,30-6,운현신화타워,2022,84.26,종로구,6.5,종로구 익선동 30-6,37.575125176047706,126.98912848820346
숭인동,202-3,종로중흥S클래스,2022,17.811,종로구,1.29,종로구 숭인동 202-3,37.57353435583413,127.02169071118163
연건동,195-10,이화에수풀,2022,19.86,종로구,1.95,종로구 연건동 195-10,37.575432927845796,127.00184002272142
효제동,65-2,포레스트힐시티,2022,20.3861,종로구,2.0,종로구 효제동 65-2,37.574218099641946,127.00183224364505
연건동,195-10,이화에수풀,2022,16.98,종로구,2.02,종로구 연건동 195-10,37.575432927845796,127.00184002272142
효제동,65-2,포레스트힐시티,2022,16.672,종로구,1.6,종로구 효제동 65-2,37.574218099641946,127.00183224364505
숭인동,1392,익성씨티하임,2022,15.76,종로구,1.3,종로구 숭인동 1392,37.573715751791426,127.02271959979768
누상동,40,청호그린빌,2022,29.76,종로구,1.9,종로구 누상동 40,37.58070788193905,126.96635403689565
숭인동,766,종로청계힐스테이트,2022,59.9426,종로구,7.3,종로구 숭인동 766,37.57592944155811,127.02115581225704
무악동,82,현대,2022,60.0,종로구,7.5,종로구 무악동 82,37.57563067257642,126.96106041397948
홍파동,199,경희궁자이(2단지),2023,84.8359,종로구,16.9,종로구 홍파동 199,37.5706964807782,126.96360847613647
평창동,595,갑을아파트,2023,30.46,종로구,1.89,종로구 평창동 595,37.60471964779909,126.96359892641925
무악동,82,현대,2023,84.92,종로구,9.996,종로구 무악동 82,37.57563067257642,126.96106041397948
인의동,48-2,효성쥬얼리시티,2023,84.7,종로구,7.9,종로구 인의동 48-2,37.5715577580436,126.99871769985972
숭인동,1421-2,숭인한양LEEPS,2023,12.78,종로구,1.22,종로구 숭인동 1421-2,37.57361016399576,127.02237085909874
사직동,9-1,광화문스페이스본(106동),2023,163.33,종로구,20.0,종로구 사직동 9-1,37.57352811498593,126.96777853037449
무악동,60,인왕산아이파크,2023,114.931,종로구,15.55,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,82,현대,2023,84.92,종로구,10.595,종로구 무악동 82,37.57563067257642,126.96106041397948
연지동,163-3,아르젠종로,2023,47.24,종로구,3.8,종로구 연지동 163-3,37.57324513571174,126.998735919039
내수동,95,경희궁파크팰리스,2023,146.39,종로구,18.5,종로구 내수동 95,37.574170109609284,126.97054346572074
무악동,82,현대,2023,84.92,종로구,10.595,종로구 무악동 82,37.57563067257642,126.96106041397948
평동,233,경희궁자이(3단지),2023,59.8547,종로구,14.1,종로구 평동 233,37.568469286201584,126.96589125775674
홍파동,199,경희궁자이(2단지),2023,84.8359,종로구,18.9,종로구 홍파동 199,37.5706964807782,126.96360847613647
창신동,328-17,동대문,2023,28.8,종로구,4.5,종로구 창신동 328-17,37.57226457900032,127.01519023435611
숭인동,766,종로청계힐스테이트,2023,59.9426,종로구,7.2,종로구 숭인동 766,37.57592944155811,127.02115581225704
내수동,95,경희궁파크팰리스,2023,146.39,종로구,18.5,종로구 내수동 95,37.574170109609284,126.97054346572074
홍파동,199,경희궁자이(2단지),2023,84.614,종로구,18.1,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,60,인왕산아이파크,2023,84.858,종로구,15.0,종로구 무악동 60,37.577072324321186,126.95719435802967
평동,233,경희궁자이(3단지),2023,77.6543,종로구,16.7,종로구 평동 233,37.568469286201584,126.96589125775674
평동,233,경희궁자이(3단지),2023,84.614,종로구,17.2,종로구 평동 233,37.568469286201584,126.96589125775674
평동,233,경희궁자이(3단지),2023,84.614,종로구,18.0,종로구 평동 233,37.568469286201584,126.96589125775674
내수동,73,경희궁의아침4단지,2023,124.17,종로구,17.0,종로구 내수동 73,37.57261446941524,126.97227296291658
내수동,95,경희궁파크팰리스,2023,146.33,종로구,18.0,종로구 내수동 95,37.574170109609284,126.97054346572074
신문로2가,171,디팰리스,2023,118.749,종로구,28.5,종로구 신문로2가 171,37.56867096454767,126.97200212411234
무악동,89,경희궁롯데캐슬,2023,104.445,종로구,17.0,종로구 무악동 89,37.57386362305294,126.95944663710455
